"number","cmdb_ci","cmdb_ci.fqdn","vulnerability.summary","vulnerability.threat","vulnerability.solution","cmdb_ci.location","cmdb_ci.sys_class_name","cmdb_ci.u_dc_ci_status","cmdb_ci.ref_cmdb_ci_computer.u_dmz","cmdb_ci.ref_cmdb_ci_computer.os","risk_rating","state","substate","closed_at","assignment_group","assigned_to","ttr_applied_rule","vulnerability.date_published","opened_at","ttr_target_date","ttr_status","cmdb_ci.owned_by","vulnerability.remediation_type","risk_score","cmdb_ci.owned_by.u_manager_l3","cmdb_ci.owned_by.u_manager_l4","cmdb_ci.owned_by.u_manager_l5","sys_updated_on","preferred_solution","short_description","source","vulnerability"
"VIT82678008","VA33TLVPEG392","VA33TLVPEG392.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:57:53","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:15:20","","QID-383314 detected on VA33TLVPEG392","Qualys","QID-383314"
"VIT82681419","VA33TLVPEG410","VA33TLVPEG410.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 03:02:15","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 04:43:17","","QID-383314 detected on VA33TLVPEG410","Qualys","QID-383314"
"VIT82678126","VA33TLVPEG395","VA33TLVPEG395.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:58:31","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:08","","QID-383314 detected on VA33TLVPEG395","Qualys","QID-383314"
"VIT82677892","VA33TLVPEG391","VA33TLVPEG391.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:57:07","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:20","","QID-383314 detected on VA33TLVPEG391","Qualys","QID-383314"
"VIT82677979","VA33TLVPEG393","VA33TLVPEG393.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:57:43","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:15:07","","QID-383314 detected on VA33TLVPEG393","Qualys","QID-383314"
"VIT82678249","VA33TLVATC314","VA33TLVATC314.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:59:11","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:53","","QID-383314 detected on VA33TLVATC314","Qualys","QID-383314"
"VIT82677967","VA33TLVATC312","VA33TLVATC312.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:57:40","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:15:03","","QID-383314 detected on VA33TLVATC312","Qualys","QID-383314"
"VIT82677932","VA33TLVPEG394","VA33TLVPEG394.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:57:24","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:42","","QID-383314 detected on VA33TLVPEG394","Qualys","QID-383314"
"VIT82678224","VA33TLVATC313","VA33TLVATC313.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:58:59","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:38","","QID-383314 detected on VA33TLVATC313","Qualys","QID-383314"
"VIT82681531","VA33TLVPEG413","VA33TLVPEG413.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 03:02:58","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 04:43:36","","QID-383314 detected on VA33TLVPEG413","Qualys","QID-383314"
"VIT82677860","VA33TLVATC317","VA33TLVATC317.WELLPOINT.COM","Apport and systemd-coredump Information Disclosure Vulnerabilities","systemd-coredump automatically captures &#39;core dumps&#39; (snapshots of a process memory) whenever a program crashes.<br />
Apport is Ubuntu built-in crash-reporting framework.<p>

Apport and systemd-coredump are prone to local information disclosure vulnerabilities. The first (CVE-2025-5054) affects apport Ubuntu core-dump handler, and the second (CVE-2025-4598) targets the systemd-coredump, which is the default core-dump handler on Red Hat Enterprise Linux 9 and Fedora. These race conditions allow a local attacker to exploit a SUID program and gain read access to the resulting core dump.</p><p>

Detection Logic (Authenticated):<br />
For systemd-coredump detection checks if systemd-coredump is used in /proc/sys/kernel/core_pattern; then, if %d is used in there, it is not vulnerable; if %d is not used in there, it is vulnerable. <br />
For apport, first, check if apport is used in /proc/sys/kernel/core_pattern, this program (typically /usr/share/apport/apport) is written in Python, so, if it contains the
string &#34;_check_global_pid_and_forward&#34; AND the string &#34;options.pid &#61; options.global_pid&#34; then it is vulnerable, otherwise it is not vulnerable.<br /></p>","Customers are advised to refer following articles for more information on the vulnerabilities and patches.<br />
<a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />, <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory</a><br />
<p>Patch:<br />
Following are links for downloading patches to fix the vulnerabilities:
</p><p> <a href=""https://github.com/systemd/systemd/commit/0c49e0049b7665bb7769a13ef346fef92e1ad4d6"" target=""_blank"" rel=""noopener noreferrer nofollow"">systemd advisory 0c49e00</a></p><p> <a href=""https://github.com/systemd/systemd/commit/8fc7b2a211eb13ef1a94250b28e1c79cab8bdcb9"" target=""_blank"" rel=""noopener noreferrer nofollow"">system advisory 8fc7b2a</a></p>","VA-HARRISONBURG 1175 N MAIN ST","Linux Server","Deployed - Functional","false","Linux Red Hat","4 - Low","Open","","","Vulnerability Response TPST","Balakrishnan, Yogesh","Internal & RiskRating 3,4,5 (< 180 Days)","2025-05-29","2025-05-30 00:00:00","2025-11-26 01:56:58","In-flight","Balakrishnan, Yogesh","Patch","38","Chennuru, Ashok","Umrani, Ninad","Valiyaveedu, Biju","2025-06-11 03:14:07","","QID-383314 detected on VA33TLVATC317","Qualys","QID-383314"
